name	x	y	z	size	chan_num	FS_label	FS_vol	FS_ind	WMvsGM	LvsR	sEEG_ECoG	Desikan_Killiany	DK_ind	DK_lobe	Destrieux	Destr_ind	Destr_long	Yeo7	Yeo7_ind	Yeo17	Yeo17_ind	PTD_ind	surr_GM_vox	surr_WM_vox	LEPTO_coord_1	LEPTO_coord_2	LEPTO_coord_3	MNI_coord_1	MNI_coord_2	MNI_coord_3	MGRID_coord_1	MGRID_coord_2	MGRID_coord_3	subINF_coord_1	subINF_coord_2	subINF_coord_3	fsaverageINF_coord_1	fsaverageINF_coord_2	fsaverageINF_coord_3	ScannerNativeRAS_coord_1	ScannerNativeRAS_coord_2	ScannerNativeRAS_coord_3	JP_label_original	JP_label_std	sub_name
LAMY5	-37.01308670467836	-10.23428329678957	-16.97419725112607	3.5 mm	47	LAMY5	Left-Cerebral-White-Matter	2.0	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	26.0	-36.4	-10.4	21.2	-37.01308670467836	-10.23428329678957	-16.97419725112607	165.4	107.8	139.4	-2.7675981521606445	21.19554710388184	-41.43035125732422	4.798861026763916	19.94241523742676	-57.14977645874024	-35.81773986816407	-7.504583740234381	-13.344357299804685	White Matter	EXCLUDE	sub-09 LAMY5
LAMY6	-42.31400916167832	-11.677412744789564	-16.00330111212608	3.5 mm	48	LAMY6	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	superiortemporal	31	Temporal	S_circular_insula_inf	49	Inferior segment of the circular sulcus of the insula	Ventral Attention	5	17Networks_7	8	-0.8518519	2.0	25.0	-41.333	-12.0	21.667	-42.31400916167832	-11.677412744789564	-16.00330111212608	170.333	107.333	141.0	-24.582162857055664	23.08809280395508	-25.28387260437012	-19.52396011352539	26.52318000793457	-38.55745315551758	-40.75073986816406	-9.104583740234377	-12.877357299804686	STG	STG	sub-09 LAMY6
LAMY7	-47.32363740467832	-13.081851896789573	-15.205049951126057	3.5 mm	49	LAMY7	ctx-lh-superiortemporal	1030.0	GM	L	sEEG	superiortemporal	31	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_17	18	-0.1111111	12.0	15.0	-46.0	-13.5	22.0	-47.32363740467832	-13.081851896789573	-15.205049951126057	175.0	107.0	142.5	-37.68679428100586	16.633222579956055	-36.14493179321289	-38.82469940185547	5.859555244445801	-42.2194709777832	-45.41773986816406	-10.604583740234377	-12.544357299804688	STS	MTG	sub-09 LAMY7
LAMY8	-52.3332656476783	-14.486291048789568	-14.40679879012609	3.5 mm	50	LAMY8	ctx-lh-middletemporal	1015.0	GM	L	sEEG	middletemporal	16	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_17	18	1.0	15.0	0.0	-50.667	-15.0	22.333	-52.3332656476783	-14.486291048789568	-14.40679879012609	179.667	106.667	144.0	-42.3575325012207	8.050172805786133	-40.13708114624024	-39.23393630981445	4.303762435913086	-41.17583465576172	-50.084739868164064	-12.104583740234377	-12.211357299804687	STS	MTG	sub-09 LAMY8
LAMY9	-57.53396040467831	-15.725113896789566	-13.26829895112607	3.5 mm	51	LAMY9	ctx-lh-middletemporal	1015.0	GM	L	sEEG	middletemporal	16	Temporal	G_temporal_middle	38	Middle temporal gyrus (T2)	Default	8	17Networks_17	18	0.7777778	24.0	3.0	-55.5	-16.5	23.0	-57.53396040467831	-15.725113896789566	-13.26829895112607	184.5	106.0	145.5	-43.174354553222656	5.818075656890869	-40.602012634277344	-40.010501861572266	1.1692547798156738	-47.776405334472656	-54.91773986816406	-13.604583740234377	-11.544357299804688	STS	MTG	sub-09 LAMY9
LAMY10	-62.73465516167832	-16.963936744789564	-12.12979911212608	3.5 mm	52	LAMY10	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-60.333	-18.0	23.667	-62.73465516167832	-16.963936744789564	-12.12979911212608	189.333	105.333	147.0	-43.8597297668457	4.763058185577393	-42.12313461303711	-40.4730224609375	-2.865826368331909	-47.87066268920898	-59.75073986816406	-15.104583740234377	-10.877357299804686	MTG	MTG	sub-09 LAMY10
LAMY11	-67.86824187247834	-18.429387187589583	-11.216198963726072	3.5 mm	53	LAMY11	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-65.1108	-19.5926	24.0744	-67.86824187247834	-18.429387187589583	-11.216198963726072	194.1108	104.9256	148.5926	-43.84038543701172	4.301025867462158	-42.2022819519043	-40.677734375	-6.440096855163574	-48.06937026977539	-64.52853986816407	-16.69718374023438	-10.46995729980469	MTG	MTG	sub-09 LAMY11
LAMY12	-73.00172378147832	-19.89468266378958	-10.302535815126078	3.5 mm	54	LAMY12	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-69.8885	-21.1851	24.4819	-73.00172378147832	-19.89468266378958	-10.302535815126078	198.8885	104.5181	150.1851	-45.21387481689453	-11.22629737854004	-41.56181335449219	-40.86596298217773	-8.047290802001953	-47.223087310791016	-69.30623986816406	-18.28968374023438	-10.062457299804692	Out of the Brain	EXCLUDE	sub-09 LAMY12
F7				3.5 mm	55	F7																																							sub-09 F7
T7				3.5 mm	56	T7																																							sub-09 T7
P7				3.5 mm	57	P7																																							sub-09 P7
O1				3.5 mm	58	O1																																							sub-09 O1
F8				3.5 mm	59	F8																																							sub-09 F8
T8				3.5 mm	60	T8																																							sub-09 T8
P8				3.5 mm	61	P8																																							sub-09 P8
O2				3.5 mm	62	O2																																							sub-09 O2
LPLV1	-6.554097404678345	-24.82909989678957	6.00936404887392	3.5 mm	63	LPLV1	Left-Thalamus-Proper	10.0	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-6.5	-29.5	33.0	-6.554097404678345	-24.82909989678957	6.00936404887392	135.5	96.0	158.5	38.44831466674805	-7.837166786193848	-17.49909782409668	34.65383529663086	-6.238992214202881	-18.169578552246094	-5.917739868164063	-26.60458374023437	-1.5443572998046875	Thalamus Posterior	THALAMUS POST	sub-09 LPLV1
LPLV2	-11.901130904678324	-26.396194896789567	6.44097654887392	3.5 mm	64	LPLV2	Left-Thalamus-Proper	10.0	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-11.5	-31.0	33.0	-11.901130904678324	-26.396194896789567	6.44097654887392	140.5	96.0	160.0	38.44831466674805	-7.837166786193848	-17.49909782409668	33.93012237548828	-8.811572074890137	-18.140079498291016	-10.917739868164062	-28.10458374023437	-1.5443572998046875	Thalamus Posterior	THALAMUS POST	sub-09 LPLV2
LPLV3	-16.74154990467835	-27.71906189678957	7.423097548873926	3.5 mm	65	LPLV3	Left-Thalamus-Proper	10.0	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-16.0	-32.5	33.5	-16.74154990467835	-27.71906189678957	7.423097548873926	145.0	95.5	161.5	38.21527099609375	-11.083619117736816	-17.15807342529297	33.36293411254883	-12.138774871826172	-17.3179874420166	-15.417739868164062	-29.60458374023437	-1.0443572998046875	Thalamus Posterior	THALAMUS POST	sub-09 LPLV3
LPLV4	-21.55909840467837	-29.288628896789568	7.882201048873924	3.5 mm	66	LPLV4	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	undefined	undefined	undefined	Unknown	Unknown	Unknown	FreeSurfer_Defined_Medial_Wall	0	FreeSurfer_Defined_Medial_Wall	1	0.03703704	14.0	13.0	-20.5	-34.0	33.5	-21.55909840467837	-29.288628896789568	7.882201048873924	149.5	95.5	163.0	16.135923385620117	-11.986576080322266	-36.90263366699219	21.67514419555664	-23.7011661529541	-28.412961959838867	-19.917739868164062	-31.10458374023437	-1.0443572998046875	Thalamus Posterior	THALAMUS POST	sub-09 LPLV4
LPLV5	-26.92900240467833	-30.609023896789573	8.836831048873933	3.5 mm	67	LPLV5	Left-Cerebral-White-Matter	2.0	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-25.5	-35.5	34.0	-26.92900240467833	-30.609023896789573	8.836831048873933	154.5	95.0	164.5	11.708882331848145	-7.607532978057861	-39.06550598144531	-20.03536605834961	1.503312349319458	-11.511561393737791	-24.917739868164062	-32.604583740234375	-0.5443572998046875	White Matter	EXCLUDE	sub-09 LPLV5
LPLV6	-32.12968343937834	-31.847994764789576	9.975017077373906	3.5 mm	68	LPLV6	Left-Cerebral-White-Matter	2.0	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-30.333	-37.0	34.6667	-32.12968343937834	-31.847994764789576	9.975017077373906	159.333	94.3333	166.0	-28.8585205078125	-14.019087791442873	-7.956060886383057	-20.077560424804688	0.8248184323310852	-10.830111503601074	-29.75073986816406	-34.104583740234375	0.1223427001953183	White Matter	EXCLUDE	sub-09 LPLV6
LPLV7	-37.49777217767832	-33.42786161478957	10.833932547873928	3.5 mm	69	LPLV7	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	superiortemporal	31	Temporal	Lat_Fis-post	41	Posterior ramus (or segment) of the lateral sulcus (or fissure)	Somatomotor	3	17Networks_4	5	-0.6296296	5.0	22.0	-35.333	-38.667	35.0	-37.49777217767832	-33.42786161478957	10.833932547873928	164.333	94.0	167.667	-29.18334197998047	-15.018295288085938	-7.258818626403809	-26.244888305664062	-11.491942405700684	-7.573129653930664	-34.75073986816406	-35.77158374023438	0.4556427001953125	STG	STG	sub-09 LPLV7
LPLV8	-42.2417489046783	-34.96256939678957	11.598202548873928	3.5 mm	70	LPLV8	ctx-lh-superiortemporal	1030.0	GM	L	sEEG	superiortemporal	31	Temporal	Lat_Fis-post	41	Posterior ramus (or segment) of the lateral sulcus (or fissure)	Somatomotor	3	17Networks_4	5	-0.1851852	11.0	16.0	-39.75	-40.25	35.25	-42.2417489046783	-34.96256939678957	11.598202548873928	168.75	93.75	169.25	-30.69602394104004	-18.7611026763916	-7.55015230178833	-30.368358612060547	-17.896408081054688	-4.74515962600708	-39.16773986816406	-37.354583740234375	0.7056427001953125	STG	STG	sub-09 LPLV8
LPLV9	-47.36704290467836	-36.42615289678957	12.945840548873916	3.5 mm	71	LPLV9	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	superiortemporal	31	Temporal	G_temp_sup-Plan_tempo	36	Planum temporale or temporal plane of the superior temporal gyrus	Somatomotor	3	17Networks_4	5	-0.9259259	1.0	26.0	-44.5	-42.0	36.0	-47.36704290467836	-36.42615289678957	12.945840548873916	173.5	93.0	171.0	-31.891998291015625	-19.62447738647461	-10.753259658813477	-33.47926330566406	-22.02981948852539	-4.0272216796875	-43.91773986816406	-39.104583740234375	1.4556427001953125	STG	STG	sub-09 LPLV9
LPLV10	-52.54303817767834	-38.17129561478957	13.465294547873924	3.5 mm	72	LPLV10	ctx-lh-superiortemporal	1030.0	GM	L	sEEG	superiortemporal	31	Temporal	G_temp_sup-Lateral	34	Lateral aspect of the superior temporal gyrus	Somatomotor	3	17Networks_4	5	0.6521739	19.0	4.0	-49.333	-43.667	36.0	-52.54303817767834	-38.17129561478957	13.465294547873924	178.333	93.0	172.667	-35.708133697509766	-35.40620422363281	-3.802335977554321	-35.41421890258789	-24.707683563232425	-4.3673295974731445	-48.75073986816406	-40.77158374023438	1.4556427001953125	STG	STG	sub-09 LPLV10
LPLV11	-57.04788090467835	-39.071886896789565	14.91008254887393	3.5 mm	73	LPLV11	ctx-lh-superiortemporal	1030.0	GM	L	sEEG	superiortemporal	31	Temporal	G_temp_sup-Plan_tempo	36	Planum temporale or temporal plane of the superior temporal gyrus	Ventral Attention	5	17Networks_14	15	0.6296296	22.0	5.0	-53.5	-45.0	37.0	-57.04788090467835	-39.071886896789565	14.91008254887393	182.5	92.0	174.0	-36.01972579956055	-36.75349807739258	-3.316995620727539	-37.19726943969727	-29.15367889404297	-2.195547103881836	-52.91773986816406	-42.104583740234375	2.4556427001953125	STG	STG	sub-09 LPLV11
LPLV12	-62.09725925467831	-40.49616559678956	15.800154398873929	3.5 mm	74	LPLV12	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-58.2	-46.55	37.4	-62.09725925467831	-40.49616559678956	15.800154398873929	187.2	91.6	175.55	-36.14931488037109	-37.30685806274414	-3.376290798187256	-38.02702331542969	-32.115726470947266	-2.461010217666626	-57.61773986816405	-43.65458374023439	2.855642700195318	STG	STG	sub-09 LPLV12
LPLV13	-67.14663760467835	-41.92044429678956	16.690226248873927	3.5 mm	75	LPLV13	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-62.9	-48.1	37.8	-67.14663760467835	-41.92044429678956	16.690226248873927	191.9	91.2	177.1	-36.15182113647461	-37.45126724243164	-3.312807083129883	-38.24671173095703	-33.551204681396484	-3.096698045730591	-62.31773986816407	-45.20458374023437	3.2556427001953097	Out of the Brain	EXCLUDE	sub-09 LPLV13
LPLV14	-72.1960159546783	-43.34472299678957	17.580298098873925	3.5 mm	76	LPLV14	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-67.6	-49.65	38.2	-72.1960159546783	-43.34472299678957	17.580298098873925	196.6	90.8	178.65	-36.15092849731445	-37.68319320678711	-3.207929849624634	-38.22879409790039	-34.754512786865234	-1.824518084526062	-67.01773986816406	-46.75458374023438	3.6556427001953153	Out of the Brain	EXCLUDE	sub-09 LPLV14
LHPC1	-26.38695540467833	-9.052297896789568	-29.90591195112609	3.5 mm	77	LHPC1	Left-Hippocampus	17.0	WM	L	sEEG	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-27.0	-4.5	11.0	-26.38695540467833	-9.052297896789568	-29.90591195112609	156.0	118.0	133.5	-7.003015518188477	27.71810531616211	-48.90860366821289	0.7313017845153809	16.223621368408203	-62.653446197509766	-26.417739868164062	-1.604583740234375	-23.544357299804688	Hippocampus	HPC	sub-09 LHPC1
LHPC2	-29.24762390467833	-11.767372896789569	-26.30274445112608	3.5 mm	78	LHPC2	Left-Hippocampus	17.0	WM	L	sEEG	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-29.5	-8.0	13.0	-29.24762390467833	-11.767372896789569	-26.30274445112608	158.5	116.0	137.0	-5.536877155303955	24.07369613647461	-47.292179107666016	1.9025038480758667	13.408269882202148	-60.51290512084961	-28.917739868164062	-5.104583740234375	-21.544357299804688	Hippocampus	HPC	sub-09 LHPC2
LHPC3	-32.305268904678314	-14.784940096789567	-23.08188585112609	3.5 mm	79	LHPC3	Left-Hippocampus	17.0	WM	L	sEEG	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-32.2	-11.6	14.6	-32.305268904678314	-14.784940096789567	-23.08188585112609	161.2	114.4	140.6	-3.6535274982452393	19.38496971130371	-45.10920333862305	2.9182705879211426	10.571632385253906	-58.30839920043945	-31.61773986816405	-8.70458374023437	-19.944357299804693	Hippocampus	HPC	sub-09 LHPC3
LHPC4	-36.01971690467832	-18.35853639678957	-19.58265645112607	3.5 mm	80	LHPC4	Left-Hippocampus	17.0	WM	L	sEEG	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-35.5	-15.75	16.25	-36.01971690467832	-18.35853639678957	-19.58265645112607	164.5	112.75	144.75	-1.752453088760376	14.06946849822998	-44.22688674926758	4.259536743164063	6.034038066864014	-55.01772689819336	-34.91773986816406	-12.854583740234377	-18.294357299804688	Hippocampus	HPC	sub-09 LHPC4
LHPC5	-38.85660588867833	-21.449344026789568	-16.55023311112609	3.5 mm	81	LHPC5	Left-Hippocampus	17.0	WM	L	sEEG	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-38.0	-19.333	17.667	-38.85660588867833	-21.449344026789568	-16.55023311112609	167.0	111.333	148.333	0.5753634572029114	10.73194980621338	-42.60471725463867	5.717714786529541	3.0010251998901367	-52.28111267089844	-37.41773986816406	-16.437583740234373	-16.877357299804686	Hippocampus	HPC	sub-09 LHPC5
LHPC6	-42.222059904678304	-24.668266896789568	-13.593602451126088	3.5 mm	82	LHPC6	Left-Cerebral-White-Matter	2.0	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-41.0	-23.0	19.0	-42.222059904678304	-24.668266896789568	-13.593602451126088	170.0	110.0	152.0	1.5085257291793823	6.792201042175293	-42.56008529663086	6.401052951812744	-1.6471259593963623	-49.95903015136719	-40.41773986816406	-20.10458374023437	-15.544357299804688	White Matter	EXCLUDE	sub-09 LHPC6
LHPC7	-45.58386690467833	-28.40487489678957	-10.82845345112608	3.5 mm	83	LHPC7	Left-Cerebral-White-Matter	2.0	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-44.0	-27.0	20.0	-45.58386690467833	-28.40487489678957	-10.82845345112608	173.0	109.0	156.0	-42.284610748291016	-7.284454345703125	-32.15617370605469	-41.40844345092773	-13.24266242980957	-35.38916778564453	-43.41773986816406	-24.10458374023437	-14.544357299804688	White Matter	EXCLUDE	sub-09 LHPC7
LHPC8	-48.39879440467834	-31.61334989678957	-8.271320951126057	3.5 mm	84	LHPC8	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	middletemporal	16	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_17	18	-0.6296296	5.0	22.0	-46.5	-30.5	21.0	-48.39879440467834	-31.61334989678957	-8.271320951126057	175.5	108.0	159.5	-42.89350509643555	-11.969178199768066	-32.04862594604492	-41.37665939331055	-16.50116729736328	-33.114742279052734	-45.91773986816406	-27.60458374023437	-13.544357299804688	STS	MTG	sub-09 LHPC8
LHPC9	-52.03677915467833	-35.22537189678957	-5.258408701126086	3.5 mm	85	LHPC9	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	middletemporal	16	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_17	18	-0.6296296	5.0	22.0	-49.75	-34.5	22.25	-52.03677915467833	-35.22537189678957	-5.258408701126086	178.75	106.75	163.5	-43.430442810058594	-20.50149917602539	-33.091670989990234	-41.25631332397461	-22.351003646850582	-33.184959411621094	-49.16773986816406	-31.60458374023437	-12.294357299804688	STS	MTG	sub-09 LHPC9
LHPC10	-55.39858615467833	-38.96197989678957	-2.493259701126078	3.5 mm	86	LHPC10	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	middletemporal	16	Temporal	S_temporal_sup	74	Superior temporal sulcus (parallel sulcus)	Default	8	17Networks_17	18	-0.6296296	5.0	22.0	-52.75	-38.5	23.25	-55.39858615467833	-38.96197989678957	-2.493259701126078	181.75	105.75	167.5	-43.12594223022461	-26.631641387939453	-34.63618850708008	-40.07451248168945	-32.33134841918945	-28.452686309814453	-52.16773986816406	-35.604583740234375	-11.294357299804688	STS	MTG	sub-09 LHPC10
LHPC11	-59.03839988867836	-42.314382026789566	0.6156808888739249	3.5 mm	87	LHPC11	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	middletemporal	16	Temporal	G_temporal_middle	38	Middle temporal gyrus (T2)	Default	8	17Networks_17	18	-0.2592593	10.0	17.0	-56.0	-42.333	24.667	-59.03839988867836	-42.314382026789566	0.6156808888739249	185.0	104.333	171.333	-42.84081268310547	-31.01266860961914	-38.75683975219727	-39.69037628173828	-34.73800277709961	-28.997859954833984	-55.41773986816406	-39.43758374023437	-9.877357299804686	MTG	MTG	sub-09 LHPC11
LHPC12	-62.386459404678334	-45.00269989678957	3.336804048873944	3.5 mm	88	LHPC12	ctx-lh-middletemporal	1015.0	GM	L	sEEG	middletemporal	16	Temporal	G_temporal_middle	38	Middle temporal gyrus (T2)	Default	8	17Networks_17	18	1.0	26.0	0.0	-59.0	-45.5	26.0	-62.386459404678334	-45.00269989678957	3.336804048873944	188.0	103.0	174.5	-42.38970184326172	-33.2528190612793	-37.56376647949219	-38.36549377441406	-40.205543518066406	-26.78150177001953	-58.41773986816406	-42.604583740234375	-8.544357299804688	MTG	MTG	sub-09 LHPC12
LHPC13	-65.6591504989783	-48.27096509938957	6.358843448173928	3.5 mm	89	LHPC13	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-61.9091	-49.2273	27.3636	-65.6591504989783	-48.27096509938957	6.358843448173928	190.9091	101.6364	178.2273	-42.09738159179688	-34.46807098388672	-36.971866607666016	-37.74925994873047	-42.598236083984375	-26.823713302612305	-61.32683986816406	-46.33188374023439	-7.180757299804682	MTG	MTG	sub-09 LHPC13
LHPC14	-68.93184268847835	-51.53907484098956	9.380940349473915	3.5 mm	90	LHPC14	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-64.8182	-52.9545	28.7273	-68.93184268847835	-51.53907484098956	9.380940349473915	193.8182	100.2727	181.9545	-35.67373275756836	-56.92841339111328	-16.54265785217285	-36.88936233520508	-45.193546295166016	-25.41405868530273	-64.23593986816405	-50.05908374023437	-5.817057299804688	Out of the Brain	EXCLUDE	sub-09 LHPC14
LITG1	-23.04327567767831	-26.47370961478957	-22.61241095212605	3.5 mm	91	LITG1	ctx-lh-parahippocampal	1016.0	GM	L	sEEG	undefined	undefined	undefined	Unknown	Unknown	Unknown	FreeSurfer_Defined_Medial_Wall	0	FreeSurfer_Defined_Medial_Wall	1	0.4814815	20.0	7.0	-23.333	-20.667	10.5	-23.04327567767831	-26.47370961478957	-22.61241095212605	152.333	118.5	149.667	-2.158318281173706	3.9154269695281982	-49.29708099365234	0.9846785068511964	-14.178221702575684	-52.8947868347168	-22.75073986816406	-17.771583740234377	-24.044357299804688	PHG	PHG	sub-09 LITG1
LITG2	-27.67955915767834	-28.821402318789573	-22.43169044012609	3.5 mm	92	LITG2	ctx-lh-parahippocampal	1016.0	GM	L	sEEG	parahippocampal	17	Temporal	G_oc-temp_med-Parahip	23	Parahippocampal gyrus, parahippocampal part of the medial occipito-temporal gyrus, (T5)	Default	8	17Networks_15	16	0.9166667	23.0	1.0	-27.667	-22.667	10.0	-27.67955915767834	-28.821402318789573	-22.43169044012609	156.667	119.0	151.667	-8.785670280456543	2.400918245315552	-55.48145294189453	-0.3361705839633941	-17.967466354370117	-53.74380874633789	-27.084739868164064	-19.771583740234377	-24.544357299804688	PHG	PHG	sub-09 LITG2
LITG3	-32.69029117767835	-30.920753614789568	-21.746206452126074	3.5 mm	93	LITG3	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-32.333	-24.667	10.0	-32.69029117767835	-30.920753614789568	-21.746206452126074	161.333	119.0	153.667	-11.151094436645508	-4.047727108001709	-56.91925048828125	-5.49809455871582	-19.951560974121094	-57.594688415527344	-31.75073986816406	-21.771583740234377	-24.544357299804688	Fusiform Gyrus	FG	sub-09 LITG3
LITG4	-37.69627240467835	-32.84287789678957	-21.139436951126072	3.5 mm	94	LITG4	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	fusiform	8	Temporal	S_oc-temp_med_and_Lingual	62	Medial occipito-temporal sulcus (collateral sulcus) and lingual sulcus	Dorsal Attention	4	17Networks_15	16	-0.4074074	8.0	19.0	-37.0	-26.5	10.0	-37.69627240467835	-32.84287789678957	-21.139436951126072	166.0	119.0	155.5	-12.451586723327637	-9.896247863769531	-57.95728302001953	-5.002399444580078	-21.417495727539062	-56.71579360961914	-36.41773986816406	-23.60458374023437	-24.544357299804688	Fusiform Gyrus	FG	sub-09 LITG4
LITG5	-42.52573940467835	-35.720354896789566	-20.73233595112606	3.5 mm	95	LITG5	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-41.5	-29.0	9.5	-42.52573940467835	-35.720354896789566	-20.73233595112606	170.5	119.5	158.0	-22.305667877197266	-9.309645652770996	-59.19623947143555	-18.12450408935547	-24.83647918701172	-59.76725006103516	-40.91773986816406	-26.10458374023437	-25.044357299804688	Fusiform Gyrus	FG	sub-09 LITG5
LITG6	-47.00040664767832	-37.90457104878957	-20.194103790126093	3.5 mm	96	LITG6	ctx-lh-inferiortemporal	1009.0	GM	L	sEEG	inferiortemporal	10	Temporal	S_collat_transv_ant	51	Anterior transverse collateral sulcus	Limbic	6	17Networks_9	10	0.4074074	19.0	8.0	-45.667	-31.0	9.333	-47.00040664767832	-37.90457104878957	-20.194103790126093	174.667	119.667	160.0	-31.7955322265625	-13.779746055603027	-58.498661041259766	-26.00838088989257	-38.31557846069336	-53.6849365234375	-45.084739868164064	-28.10458374023437	-25.21135729980469	ITG	ITG	sub-09 LITG6
LITG7	-52.17275490467833	-40.16739889678957	-19.86613145112605	3.5 mm	97	LITG7	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	inferiortemporal	10	Temporal	G_temporal_inf	37	Inferior temporal gyrus (T3)	Dorsal Attention	4	17Networks_9	10	-0.6296296	5.0	22.0	-50.5	-33.0	9.0	-52.17275490467833	-40.16739889678957	-19.86613145112605	179.5	120.0	162.0	-37.75262451171875	-16.4623966217041	-56.47284698486328	-35.992576599121094	-28.90617561340332	-51.4868392944336	-49.91773986816406	-30.10458374023437	-25.544357299804688	ITG	ITG	sub-09 LITG7
LITG8	-56.666645631678335	-42.62260017878957	-18.99636345012607	3.5 mm	98	LITG8	Left-Cerebral-White-Matter	2.0	GM	L	sEEG	inferiortemporal	10	Temporal	G_temporal_inf	37	Inferior temporal gyrus (T3)	Dorsal Attention	4	17Networks_12	13	-0.5555556	6.0	21.0	-54.667	-35.333	9.0	-56.666645631678335	-42.62260017878957	-18.99636345012607	183.667	120.0	164.333	-40.689151763916016	-16.796791076660156	-54.43326187133789	-36.4942741394043	-31.33614158630371	-49.56465530395508	-54.084739868164064	-32.43758374023437	-25.544357299804688	ITG	ITG	sub-09 LITG8
LITG9	-61.86003540467834	-44.898347896789566	-18.24140195112608	3.5 mm	99	LITG9	Unknown	0.0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-59.5	-37.5	9.0	-61.86003540467834	-44.898347896789566	-18.24140195112608	188.5	120.0	166.5	-42.3087043762207	-21.151731491088867	-52.75070571899414	-37.13698959350586	-35.20831298828125	-46.13742065429688	-58.91773986816406	-34.604583740234375	-25.544357299804688	ITG	ITG	sub-09 LITG9
