name	x	y	z	size	chan_num	FS_label	FS_vol	FS_ind	WMvsGM	LvsR	sEEG_ECoG	Desikan_Killiany	DK_ind	DK_lobe	Destrieux	Destr_ind	Destr_long	Yeo7	Yeo7_ind	Yeo17	Yeo17_ind	PTD_ind	surr_GM_vox	surr_WM_vox	LEPTO_coord_1	LEPTO_coord_2	LEPTO_coord_3	MNI_coord_1	MNI_coord_2	MNI_coord_3	MGRID_coord_1	MGRID_coord_2	MGRID_coord_3	subINF_coord_1	subINF_coord_2	subINF_coord_3	fsaverageINF_coord_1	fsaverageINF_coord_2	fsaverageINF_coord_3	ScannerNativeRAS_coord_1	ScannerNativeRAS_coord_2	ScannerNativeRAS_coord_3	sub_name
LMiC2	-10.903006159051529	12.321347617069051	31.36419802390216	3.5 mm	46	LMiC2	Left-Cerebral-White-Matter	2	GM	L	sEEG	caudalanteriorcingulate	3	Frontal	G_and_S_cingul-Mid-Ant	7	Middle-anterior part of the cingulate gyrus and sulcus (aMCC)	Frontoparietal	7	17Networks_8	9	0.03703704	14.0	13.0	-7.5	0.667	36.3333	-10.903006159051529	12.321347617069051	31.36419802390216	136.5	92.6667	128.333	44.28305816650391	36.66939163208008	38.03447723388672	32.666011810302734	44.49629974365234	28.419321060180664	-8.203238934278488	9.319746472817656	14.433578655689942	sub-05 LMiC2
LMiC3	-12.414998160483492	18.26108266381348	32.73566200220452	3.5 mm	47	LMiC3	ctx-lh-caudalanteriorcingulate	1002	GM	L	sEEG	caudalanteriorcingulate	3	Frontal	G_and_S_cingul-Mid-Ant	7	Middle-anterior part of the cingulate gyrus and sulcus (aMCC)	Frontoparietal	7	17Networks_8	9	0.1851852	16.0	11.0	-8.5	4.667	39.3333	-12.414998160483492	18.26108266381348	32.73566200220452	137.5	89.6667	124.333	43.78797149658203	38.21571731567383	43.615535736083984	32.75444030761719	55.10125350952149	24.041624069213867	-9.203238874673843	13.319746515658494	17.433578476876008	sub-05 LMiC3
LMiC4	-14.009916323158537	24.14561215136308	34.259871712954634	3.5 mm	48	LMiC4	ctx-lh-superiorfrontal	1028	GM	L	sEEG	superiorfrontal	29	Frontal	G_and_S_cingul-Ant	6	Anterior part of the cingulate gyrus and sulcus (ACC)	Frontoparietal	7	17Networks_8	9	0.8518519	25.0	2.0	-9.571	8.571	42.4286	-14.009916323158537	24.14561215136308	34.259871712954634	138.571	86.5714	120.429	43.304473876953125	46.46857833862305	50.34236907958984	32.35305404663086	62.863582611083984	21.804214477539062	-10.27423881083726	17.223746559787173	20.52887829238176	sub-05 LMiC4
LMiC5	-15.967555879316365	29.76975884428612	35.59934977328092	3.5 mm	49	LMiC5	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-11.0	12.333	45.3333	-15.967555879316365	29.76975884428612	35.59934977328092	140.0	83.6667	116.667	43.13768005371094	52.16776657104492	52.64986038208008	7.128470420837402	75.26911163330078	32.5169792175293	-11.703238725662231	20.985746600408845	23.43357811924814	sub-05 LMiC5
LMiC6	-18.11606100954424	35.15560157449559	37.2603676185459	3.5 mm	50	LMiC6	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-12.6	15.8	48.4	-18.11606100954424	35.15560157449559	37.2603676185459	141.6	80.6	113.2	18.79610824584961	55.36017990112305	65.51729583740234	11.300366401672363	79.52521514892578	31.769607543945312	-13.3032386302948	24.45274664312604	26.500277936458588	sub-05 LMiC6
LMiC7	-19.773362510892184	40.95947336849631	38.467927148121845	3.5 mm	51	LMiC7	Left-Cerebral-White-Matter	2	GM	L	sEEG	rostralmiddlefrontal	28	Frontal	G_front_middle	15	Middle frontal gyrus (F2)	Default	8	17Networks_17	18	-0.7777778	3.0	24.0	-13.75	19.75	51.25	-19.773362510892184	40.95947336849631	38.467927148121845	142.75	77.75	109.25	26.770883560180664	68.30154418945312	62.28418350219727	13.221799850463867	81.74107360839844	31.010950088500977	-14.453238561749458	28.40274668345228	29.35027776658535	sub-05 LMiC7
LMiC8	-21.551914612283696	46.9241176639197	39.73163097703738	3.5 mm	52	LMiC8	ctx-lh-rostralmiddlefrontal	1027	GM	L	sEEG	rostralmiddlefrontal	28	Frontal	G_front_middle	15	Middle frontal gyrus (F2)	Default	8	17Networks_17	18	0.6296296	22.0	5.0	-15.0	23.8	54.2	-21.551914612283696	46.9241176639197	39.73163097703738	144.0	74.8	105.2	26.928510665893555	66.366455078125	63.41387939453125	12.595929145812988	91.18634033203124	20.680540084838867	-15.703238487243652	32.45274672508242	32.30027759075165	sub-05 LMiC8
LMiC9	-23.197626518722643	52.34028831976252	40.81176843336476	3.5 mm	53	LMiC9	ctx-lh-superiorfrontal	1028	GM	L	sEEG	rostralmiddlefrontal	28	Frontal	G_front_middle	15	Middle frontal gyrus (F2)	Default	8	17Networks_17	18	1.0	12.0	0.0	-16.167	27.5	56.8333	-23.197626518722643	52.34028831976252	40.81176843336476	145.167	72.1667	101.5	27.072715759277344	64.63443756103516	64.40623474121094	12.685988426208496	93.59255981445312	17.787673950195312	-16.870238417685044	36.15274676214793	34.933577433794724	sub-05 LMiC9
LMiC10	-24.98954528170961	58.02250164413613	42.19511464084985	3.5 mm	54	LMiC10	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-17.4379	31.2946	59.7767	-24.98954528170961	58.02250164413613	42.19511464084985	146.4379	69.2233	97.7054	29.326997756958008	80.57144165039062	55.59272384643555	12.685988426208496	93.59255981445312	17.787673950195312	-18.14113834193349	39.94734680364076	37.87697725835443	sub-05 LMiC10
LAMY1	-20.62686174324025	-11.893345626424008	-20.461566905592605	3.5 mm	55	LAMY1	Left-Hippocampus	17	WM	L	sEEG	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-20.571	-0.143	-7.429	-20.62686174324025	-11.893345626424008	-20.461566905592605	149.571	136.429	129.143	0.4279980957508087	20.00348663330078	-42.44404983520508	0.0796283036470413	5.555388450622559	-61.57560348510742	-21.27423815518617	8.50974579636194	-29.328718735873707	sub-05 LAMY1
LAMY2	-25.914698357489726	-10.12663165828235	-20.224909316371765	3.5 mm	56	LAMY2	Left-Hippocampus	17	WM	L	sEEG	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-25.333	1.0	-6.333	-25.914698357489726	-10.12663165828235	-20.224909316371765	154.333	135.333	128.0	7.911119937896728	30.360231399536133	-32.72373580932617	6.8995208740234375	21.8442325592041	-55.13794708251953	-26.036237871348845	9.652745803823692	-28.232718801200377	sub-05 LAMY2
LAMY3	-31.542231981333856	-9.470535846369344	-20.59047515401048	3.5 mm	57	LAMY3	Left-Inf-Lat-Vent	5	WM	L	sEEG	Left-Inf-Lat-Vent	Left-Inf-Lat-Vent	Left-Inf-Lat-Vent	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-30.5	1.5	-6.0	-31.542231981333856	-9.470535846369344	-20.59047515401048	159.5	135.0	127.5	4.929869651794434	30.97394180297852	-33.51340866088867	5.4631123542785645	20.58016586303711	-56.44927978515625	-31.20323756337166	10.152745799161494	-27.899718821048737	sub-05 LAMY3
LAMY4	-36.53290398155176	-7.907334339256067	-20.36784265731231	3.5 mm	58	LAMY4	Left-Cerebral-White-Matter	2	GM	L	sEEG	undefined	undefined	undefined	Unknown	Unknown	Unknown	FreeSurfer_Defined_Medial_Wall	0	FreeSurfer_Defined_Medial_Wall	1	-0.6296296	5.0	22.0	-35.0	2.5	-5.0	-36.53290398155176	-7.907334339256067	-20.36784265731231	164.0	134.0	126.5	2.645348310470581	31.267290115356445	-34.78067779541016	4.9013991355896	17.384685516357422	-56.8226203918457	-35.70323729515076	11.152745805680752	-26.89971888065338	sub-05 LAMY4
LAMY5	-42.06331398173856	-6.350493333158937	-20.19361166014241	3.5 mm	59	LAMY5	Left-Cerebral-White-Matter	2	GM	L	sEEG	insula	36	Insula	S_circular_insula_inf	49	Inferior segment of the circular sulcus of the insula	Ventral Attention	5	17Networks_7	8	-0.7037037	4.0	23.0	-40.0	3.5	-4.0	-42.06331398173856	-6.350493333158937	-20.19361166014241	169.0	133.0	125.5	-20.899044036865234	33.75930404663086	-18.916234970092773	-17.03548812866211	31.37699317932129	-42.96032333374024	-40.70323699712753	12.152745811268687	-25.899718940258023	sub-05 LAMY5
LAMY6	-47.55497370775947	-5.152135262476094	-20.32265076445944	3.5 mm	60	LAMY6	ctx-lh-superiortemporal	1030	GM	L	sEEG	superiortemporal	31	Temporal	S_circular_insula_inf	49	Inferior segment of the circular sulcus of the insula	Ventral Attention	5	17Networks_7	8	0.3333333	18.0	9.0	-45.0	4.333	-3.333	-47.55497370775947	-5.152135262476094	-20.32265076445944	174.0	132.333	124.667	-23.98377227783203	35.02548599243164	-20.15116500854492	-36.07037353515625	13.29643440246582	-48.050254821777344	-45.70323669910431	12.985745811894532	-25.23271898001431	sub-05 LAMY6
LAMY7	-52.67064661563478	-3.57968653754692	-21.062211916569822	3.5 mm	61	LAMY7	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-49.667	5.667	-3.0	-52.67064661563478	-3.57968653754692	-21.062211916569822	178.667	132.0	123.333	-42.96993255615234	35.41757583618164	-36.43721771240234	-36.07037353515625	13.29643440246582	-48.050254821777344	-50.37023642092944	14.319745808163646	-24.89971899986267	sub-05 LAMY7
LAMY8	-58.21812067372562	-2.4183154340827286	-20.97312903894576	3.5 mm	62	LAMY8	Left-Cerebral-White-Matter	2	GM	L	sEEG	superiortemporal	31	Temporal	G_temp_sup-Lateral	34	Lateral aspect of the superior temporal gyrus	Default	8	17Networks_14	15	-0.7037037	4.0	23.0	-54.7085	6.396	-2.1875	-58.21812067372562	-2.4183154340827286	-20.97312903894576	183.7085	131.1875	122.604	-42.34399032592773	36.75836563110352	-27.65947723388672	-36.75506210327149	11.147136688232422	-53.87538146972656	-55.41173612043261	15.048745810880348	-24.087219048291445	sub-05 LAMY8
LAMY9	-63.76559473181638	-1.2569443306185093	-20.884046161321663	3.5 mm	63	LAMY9	ctx-lh-superiortemporal	1030	GM	L	sEEG	superiortemporal	31	Temporal	G_temp_sup-Lateral	34	Lateral aspect of the superior temporal gyrus	Default	8	17Networks_17	18	0.7037037	23.0	4.0	-59.75	7.125	-1.375	-63.76559473181638	-1.2569443306185093	-20.884046161321663	188.75	130.375	121.875	-44.29475402832031	33.59214782714844	-28.82650184631348	-38.26567077636719	3.680220603942871	-54.733665466308594	-60.4532358199358	15.777745813596994	-23.27471909672022	sub-05 LAMY9
LAMY10	-69.15796832248844	0.0726319797329466	-20.93680025251311	3.5 mm	64	LAMY10	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-64.6474	8.0335	-0.6182	-69.15796832248844	0.0726319797329466	-20.93680025251311	193.6474	129.6182	120.9665	-43.90240097045898	35.302772521972656	-29.99341011047364	-38.26567077636719	3.680220603942871	-54.733665466308594	-65.35063552802802	16.686245815752073	-22.517919141829022	sub-05 LAMY10
LpTh1	-4.013867831218505	-23.293415487992576	6.233841587521368	3.5 mm	65	LpTh1	Left-Thalamus-Proper	10	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-4.429	-17.571	6.571	-4.013867831218505	-23.293415487992576	6.233841587521368	133.429	122.429	146.571	42.4357795715332	1.1288785934448242	-12.814753532409668	34.94284439086914	-2.8125967979431152	-19.76471900939941	-5.13223911732436	-8.918253964954985	-15.328719570338734	sub-05 LpTh1
LpTh2	-8.403041989427777	-26.049341582161787	8.40523222335068	3.5 mm	66	LpTh2	Left-Thalamus-Proper	10	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-8.5	-20.5	7.5	-8.403041989427777	-26.049341582161787	8.40523222335068	137.5	121.5	149.5	40.63962173461914	-5.880951881408691	-13.160508155822754	34.86631774902344	-9.588556289672852	-15.470847129821776	-9.203238874673843	-11.847253958694637	-14.39971962571144	sub-05 LpTh2
LpTh3	-12.791882611701196	-28.63310487523563	10.67737274620734	3.5 mm	67	LpTh3	Left-Thalamus-Proper	10	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-12.556	-23.333	8.556	-12.791882611701196	-28.63310487523563	10.67737274620734	141.556	120.444	152.333	40.70523834228516	-8.708610534667969	-11.834534645080566	34.37027359008789	-12.98752784729004	-14.564838409423828	-13.259238632917402	-14.6802539505139	-13.343719688653948	sub-05 LpTh3
LpTh4	-17.06257148992586	-30.82082306590287	12.61921496580365	3.5 mm	68	LpTh4	Left-Thalamus-Proper	10	WM	L	sEEG	Left-Thalamus-Proper	Left-Thalamus-Proper	Left-Thalamus-Proper	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-16.5	-25.75	9.5	-17.06257148992586	-30.82082306590287	12.61921496580365	145.5	119.5	154.75	25.345685958862305	-11.474474906921388	-29.109102249145508	32.75145721435547	-16.135181427001953	-16.28731918334961	-17.203238397836685	-17.097253943793476	-12.39971974492073	sub-05 LpTh4
LpTh5	-21.590697434054988	-33.69245129968775	14.627934727847077	3.5 mm	69	LpTh5	Left-Cerebral-White-Matter	2	GM	L	sEEG	insula	36	Insula	Lat_Fis-post	41	Posterior ramus (or segment) of the lateral sulcus (or fissure)	Somatomotor	3	17Networks_4	5	-0.5	6.0	18.0	-20.714	-28.714	10.286	-21.590697434054988	-33.69245129968775	14.627934727847077	149.714	118.714	157.714	-22.617408752441406	-13.059778213500977	-5.474789619445801	22.472246170043945	-23.355512619018555	-27.69973373413086	-21.417238146662697	-20.06125393993036	-11.61371979176998	sub-05 LpTh5
LpTh6	-25.976086190156224	-36.5154556583831	16.525680912313163	3.5 mm	70	LpTh6	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-24.8	-31.6	11.0	-25.976086190156224	-36.5154556583831	16.525680912313163	153.8	118.0	160.6	-22.14700698852539	-15.196734428405762	-3.9693989753723145	-24.135892868041992	-9.2594633102417	-5.9648756980896	-25.503237903118134	-22.94725393690169	-10.899719834327698	sub-05 LpTh6
LpTh7	-30.25681719020602	-39.41298505675722	18.306065011558445	3.5 mm	71	LpTh7	ctx-lh-insula	1035	GM	L	sEEG	insula	36	Insula	Lat_Fis-post	41	Posterior ramus (or segment) of the lateral sulcus (or fissure)	Somatomotor	3	17Networks_4	5	0.4814815	20.0	7.0	-28.8	-34.5	11.6	-30.25681719020602	-39.41298505675722	18.306065011558445	157.8	117.4	163.5	-23.83635902404785	-18.399763107299805	-3.769218921661377	-23.564172744750977	-8.00390338897705	-5.246373653411865	-29.503237664699554	-25.84725393541157	-10.299719870090485	sub-05 LpTh7
LpTh8	-34.98591679033052	-42.318849052692485	20.331318409671724	3.5 mm	72	LpTh8	Left-Cerebral-White-Matter	2	GM	L	sEEG	supramarginal	32	Parietal	Lat_Fis-post	41	Posterior ramus (or segment) of the lateral sulcus (or fissure)	Somatomotor	3	17Networks_4	5	0.2592593	17.0	10.0	-33.2	-37.5	12.4	-34.98591679033052	-42.318849052692485	20.331318409671724	162.2	116.6	166.5	-25.735929489135746	-22.26300621032715	-1.891528964042664	-32.53098678588867	-20.30535697937012	1.537039041519165	-33.90323740243912	-28.84725393168628	-9.4997199177742	sub-05 LpTh8
LpTh9	-39.10062199059206	-44.67476764415655	22.445008605709543	3.5 mm	73	LpTh9	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-37.0	-40.1	13.4	-39.10062199059206	-44.67476764415655	22.445008605709543	166.0	115.6	169.1	-26.99338150024414	-24.24954032897949	-0.8422078490257263	-35.924957275390625	-26.09658432006836	3.682745695114136	-37.70323717594147	-31.447253923863173	-8.499719977378845	sub-05 LpTh9
LpTh10	-43.279675990774166	-47.16559541321189	24.40205457795011	3.5 mm	74	LpTh10	Left-Cerebral-White-Matter	2	WM	L	sEEG	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Left-Cerebral-White-Matter	Depth	Depth	Depth	Depth	Depth	Depth	Depth	-1.0	0.0	27.0	-40.875	-42.75	14.25	-43.279675990774166	-47.16559541321189	24.40205457795011	169.875	114.75	171.75	-33.585182189941406	-37.274391174316406	0.3850516676902771	-36.6018180847168	-26.66469955444336	5.705684185028076	-41.57823694497347	-34.097253918414935	-7.649720028042793	sub-05 LpTh10
LpTh11	-47.8150938108399	-49.52399897106571	25.993219103953976	3.5 mm	75	LpTh11	ctx-lh-supramarginal	1031	GM	L	sEEG	supramarginal	32	Parietal	Lat_Fis-post	41	Posterior ramus (or segment) of the lateral sulcus (or fissure)	Ventral Attention	5	17Networks_7	8	0.1111111	15.0	12.0	-45.091	-45.182	14.909	-47.8150938108399	-49.52399897106571	25.993219103953976	174.091	114.091	174.182	-34.666500091552734	-39.50292205810547	-0.0826624780893325	-37.98958587646485	-30.67162322998047	7.68939208984375	-45.79423669368029	-36.52925391644797	-6.990720067322243	sub-05 LpTh11
LpTh12	-52.47447899101542	-51.74550583033647	27.83850469929456	3.5 mm	76	LpTh12	ctx-lh-supramarginal	1031	GM	L	sEEG	supramarginal	32	Parietal	G_pariet_inf-Supramar	26	Supramarginal gyrus	Default	8	17Networks_17	18	0.2307692	16.0	10.0	-49.4	-47.6	15.8	-52.47447899101542	-51.74550583033647	27.83850469929456	178.4	113.2	176.6	-34.38227844238281	-54.3172607421875	2.9794251918792725	-33.45321273803711	-48.49433898925781	17.914226531982422	-50.10323643684387	-38.94725391119718	-6.099720120429993	sub-05 LpTh12
LpTh13	-56.70947936720239	-54.50085234123327	29.93635403646161	3.5 mm	77	LpTh13	ctx-lh-supramarginal	1031	GM	L	sEEG	supramarginal	32	Parietal	G_temp_sup-Plan_tempo	36	Planum temporale or temporal plane of the superior temporal gyrus	Ventral Attention	5	17Networks_14	15	1.0	25.0	0.0	-53.333	-50.5	16.667	-56.70947936720239	-54.50085234123327	29.93635403646161	182.333	112.333	179.5	-35.84781646728516	-48.45748519897461	1.310015082359314	-36.24458312988281	-43.2099838256836	17.636999130249023	-54.03623620241879	-41.84725390560367	-5.232720172107221	sub-05 LpTh13
LpTh14	-61.1007404687677	-57.10150748453714	31.91153625125688	3.5 mm	78	LpTh14	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-57.4083	-53.2441	17.5083	-61.1007404687677	-57.10150748453714	31.91153625125688	186.4083	111.4917	182.2441	-37.21688079833984	-48.61191940307617	-1.8926210403442385	-37.05700302124024	-41.382205963134766	16.926513671875	-58.111535959512	-44.59135390065816	-4.391420222252606	sub-05 LpTh14
LOFC1	-9.858079650283573	28.11039844234577	-26.74416533034764	3.5 mm	79	LOFC1	ctx-lh-lateralorbitofrontal	1012	GM	L	sEEG	lateralorbitofrontal	13	Frontal	S_orbital_med-olfact	64	Medial orbital sulcus (olfactory sulcus)	Limbic	6	17Networks_10	11	0.8518519	25.0	2.0	-8.857	32.5714	0.429	-9.858079650283573	28.11039844234577	-26.74416533034764	137.857	128.571	96.4286	29.175386428833008	87.69461822509766	-8.234118461608887	16.44932746887207	66.89999389648438	-50.97712707519531	-9.560238853394992	41.224145935274265	-21.47071920424699	sub-05 LOFC1
LOFC2	-14.721696054897308	28.793313732236754	-23.8751780673077	3.5 mm	80	LOFC2	Left-Cerebral-White-Matter	2	GM	L	sEEG	lateralorbitofrontal	13	Frontal	G_orbital	24	Orbital gyri	Limbic	6	17Networks_10	11	-0.03703704	13.0	14.0	-13.143	32.0	3.0	-14.721696054897308	28.793313732236754	-23.8751780673077	142.143	126.0	97.0	25.557147979736328	87.54345703125	-8.958028793334961	14.090514183044434	67.16620635986328	-50.88052749633789	-13.84623859792947	40.652745965601866	-18.89971935749054	sub-05 LOFC2
LOFC3	-19.28135555632886	29.635678879109022	-21.050829205337607	3.5 mm	81	LOFC3	ctx-lh-lateralorbitofrontal	1012	GM	L	sEEG	lateralorbitofrontal	13	Frontal	G_orbital	24	Orbital gyri	Limbic	6	17Networks_10	11	0.6666667	20.0	4.0	-17.143	31.5714	5.571	-19.28135555632886	29.635678879109022	-21.050829205337607	146.143	123.429	97.4286	23.237951278686523	86.4248046875	-9.279215812683104	10.779075622558594	70.3763427734375	-50.10475540161133	-17.84623835951089	40.22414599646217	-16.32871951073409	sub-05 LOFC3
LOFC4	-23.71745073920985	30.17054766072493	-17.38782852334751	3.5 mm	82	LOFC4	ctx-lh-lateralorbitofrontal	1012	GM	L	sEEG	lateralorbitofrontal	13	Frontal	S_orbital-H_Shaped	65	Orbital sulci (H-shaped sulci)	Limbic	6	17Networks_10	11	0.7272727	19.0	3.0	-21.0	30.625	8.625	-23.71745073920985	30.17054766072493	-17.38782852334751	150.0	120.375	98.375	12.607315063476562	85.73194122314453	-6.2641377449035645	1.968161702156067	68.28868103027344	-47.40525436401367	-21.703238129615784	39.277746034786105	-13.274719692766666	sub-05 LOFC4
LOFC5	-27.6771896948637	30.536725755854743	-13.754891901746191	3.5 mm	83	LOFC5	Left-Cerebral-White-Matter	2	GM	L	sEEG	lateralorbitofrontal	13	Frontal	S_orbital-H_Shaped	65	Orbital sulci (H-shaped sulci)	Default	8	17Networks_17	18	-0.7777778	3.0	24.0	-24.429	29.5714	11.571	-27.6771896948637	30.536725755854743	-13.754891901746191	153.429	117.429	99.4286	9.258217811584473	87.94522094726562	-1.665969729423523	2.535097360610962	71.86231231689453	-47.19889450073242	-25.132237925231465	38.22414607229791	-10.328719868361958	sub-05 LOFC5
LOFC6	-31.95174956012673	30.986346003083327	-10.11379626288354	3.5 mm	84	LOFC6	Left-Cerebral-White-Matter	2	GM	L	sEEG	lateralorbitofrontal	13	Frontal	S_orbital-H_Shaped	65	Orbital sulci (H-shaped sulci)	Default	8	17Networks_17	18	-0.4814815	7.0	20.0	-28.143	28.5714	14.571	-31.95174956012673	30.986346003083327	-10.11379626288354	157.143	114.429	100.4286	5.417995452880859	86.69051361083984	1.4342272281646729	-2.194504499435425	78.21385192871094	-43.42816162109375	-28.8462377038598	37.22414611008352	-7.328720047175892	sub-05 LOFC6
LOFC7	-36.80817773128442	31.878814472729047	-5.808966717084871	3.5 mm	85	LOFC7	ctx-lh-lateralorbitofrontal	1012	GM	L	sEEG	parstriangularis	21	Frontal	G_front_inf-Orbital	13	Orbital part of the inferior frontal gyrus	Default	8	17Networks_17	18	0.4074074	19.0	8.0	-32.333	27.667	18.222	-36.80817773128442	31.878814472729047	-5.808966717084871	161.333	110.778	101.333	-4.003400802612305	74.67622375488281	5.566998958587647	-12.487110137939451	66.27362060546875	-29.88944625854492	-33.03623745411633	36.31974615668318	-3.677720264792441	sub-05 LOFC7
LOFC8	-40.89504628866234	32.33567528170934	-1.859760874963655	3.5 mm	86	LOFC8	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-35.857	26.571	21.429	-40.89504628866234	32.33567528170934	-1.859760874963655	164.857	107.571	102.429	-9.45754337310791	70.48282623291016	16.52940559387207	-14.94119644165039	67.8926773071289	-26.11539459228516	-36.56023724406958	35.223746197907246	-0.4707204559445301	sub-05 LOFC8
LOFC9	-45.16960615392537	32.78529552893792	1.7813347638989967	3.5 mm	87	LOFC9	Left-Cerebral-White-Matter	2	GM	L	sEEG	parstriangularis	21	Frontal	G_front_inf-Triangul	14	Triangular part of the inferior frontal gyrus	Default	8	17Networks_17	18	-0.7037037	4.0	23.0	-39.571	25.571	24.429	-45.16960615392537	32.78529552893792	1.7813347638989967	168.571	104.571	103.429	-12.578908920288086	64.01937103271484	18.53435516357422	-19.31399345397949	66.02702331542969	-18.36813163757324	-40.27423702269792	34.22374623569286	2.5292793652415355	sub-05 LOFC9
LOFC10	-49.67685799714809	33.398907169851554	5.248064731372068	3.5 mm	88	LOFC10	Left-Cerebral-White-Matter	2	GM	L	sEEG	parstriangularis	21	Frontal	G_front_inf-Triangul	14	Triangular part of the inferior frontal gyrus	Default	8	17Networks_17	18	0.03703704	14.0	13.0	-43.5	24.75	27.375	-49.67685799714809	33.398907169851554	5.248064731372068	172.5	101.625	104.25	-11.629746437072754	68.3326187133789	23.618501663208008	-20.649185180664062	74.83578491210938	-13.918685913085938	-44.20323678851128	33.40274627227336	5.475279189646244	sub-05 LOFC10
LOFC11	-54.1011441995997	33.986568027507815	8.802736601807538	3.5 mm	89	LOFC11	ctx-lh-parstriangularis	1020	GM	L	sEEG	parstriangularis	21	Frontal	G_front_inf-Triangul	14	Triangular part of the inferior frontal gyrus	Default	8	17Networks_17	18	1.0	17.0	0.0	-47.3492	23.881	30.369	-54.1011441995997	33.986568027507815	8.802736601807538	176.3492	98.631	105.119	-13.550372123718262	63.97648620605469	23.836315155029297	-21.34867286682129	71.79947662353516	-13.311667442321776	-48.05243655908109	32.53374630971774	8.46927901118994	sub-05 LOFC11
LOFC12	-58.52542705945129	34.574119773364046	12.357459119343076	3.5 mm	90	LOFC12	Unknown	0	WM	L	sEEG	Unknown	1	Unknown	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-51.1984	23.0119	33.363	-58.52542705945129	34.574119773364046	12.357459119343076	180.1984	95.637	105.9881	-13.90853786468506	63.30656814575195	24.76126289367676	-21.34867286682129	71.79947662353516	-13.311667442321776	-51.90163632965087	31.66464634716212	11.463278832733636	sub-05 LOFC12
LHip1	-16.640641981645132	-34.930204836207494	-8.847920158727362	3.5 mm	91	LHip1	Left-Hippocampus	17	WM	L	sEEG	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-17.5	-21.5	-7.0	-16.640641981645132	-34.930204836207494	-8.847920158727362	146.5	136.0	150.5	8.616795539855957	-9.840218544006348	-40.61072540283203	12.23973560333252	-32.67280960083008	-35.768798828125	-18.20323833823204	-12.84725419152528	-28.89971876144409	sub-05 LHip1
LHip2	-22.2911779813183	-35.54254909687742	-9.102900403774612	3.5 mm	92	LHip2	Left-Hippocampus	17	WM	L	sEEG	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus	Depth	Depth	Depth	Depth	Depth	Depth	Depth				-22.75	-22.0	-7.0	-22.2911779813183	-35.54254909687742	-9.102900403774612	151.75	136.0	151.0	19.942270278930664	-4.191971778869629	-33.28889846801758	10.19167137145996	-28.078582763671875	-38.22499465942383	-23.45323802530765	-13.347254201304168	-28.89971876144409	sub-05 LHip2
